,Player Info,,,,,,,,,,Physical Ratings,,,,,,,Ball Carrier Ratings,,,,,,,Receiving Ratings,,,,,,,Passer Ratings,,,,,,,,Blocking Ratings,,,,,,,,Tackling Ratings,,,Coverage Ratings,,,,Pass Rush Ratings,,,Special Teams Ratings,,,Injury Ratings,,,Contract Info,,Misc Info,,,,,,,,,,,,
1243,Colts,LE,DE_PowerRusher,91,Isaac,Rochell,26,76,280,68,75,82,69,55,88,77,60,28,18,23,17,36,32,25,36,19,15,12,14,7,3,24,17,12,9,10,9,9,12,45,45,45,45,45,45,86,16,81,82,78,23,34,26,57,72,56,69,22,21,10,78,94,94,"$1,250,000 ","$1,250,000 ",Long Stride Loose,34811,4,Right,Notre Dame,8707,10,12683,Isaac Rochell,RochellIsaac_12683,launch-ratings,published,
1244,Colts,WR,WR_DeepThreat,15,J.J.,Nelson,29,70,160,68,94,93,85,85,40,82,59,68,74,87,80,29,36,78,78,76,79,62,72,73,76,28,29,25,21,23,15,15,22,43,26,18,27,13,13,45,25,24,15,24,19,25,15,27,10,10,30,21,20,77,80,81,65,"$990,000 ",$0 ,Default Stride Loose,33718,6,Right,UAB,7253,10,2468,J.J. Nelson,NelsonJJ_2468,launch-ratings,published,
1245,Jaguars,RE,DE_PowerRusher,59,Jihad,Ward,27,77,287,68,68,78,68,53,78,70,74,30,11,22,21,33,27,23,24,17,17,17,14,5,5,22,6,6,6,14,6,6,12,45,44,45,45,45,44,83,25,81,83,77,37,44,22,71,75,63,67,20,19,9,75,87,89,"$500,000 ","$2,000,000 ",Long Stride High and Tight,34404,5,Right,Illinois,8251,17,17692,Jihad Ward,WardJihad_17692,launch-ratings,published,
1246,Jaguars,LOLB,OLB_RunStopper,48,Leon,Jacobs,25,74,245,68,88,88,79,71,81,83,62,51,24,54,44,44,40,45,58,43,38,15,15,5,5,23,6,6,6,11,6,6,12,45,45,45,45,45,45,82,30,82,83,79,61,55,45,63,54,63,66,18,14,25,81,85,87,"$2,460,000 ","$80,000 ",Default,34975,3,Right,Wisconsin,8941,17,13315,Leon Jacobs,JacobsLeon_13315,launch-ratings,published,
1247,Chiefs,WR,WR_DeepThreat,84,Chad,Williams,26,73,204,68,90,89,84,84,73,85,60,71,74,79,72,69,68,75,78,80,82,73,72,73,75,41,33,28,24,19,34,24,22,50,29,25,47,19,18,52,32,29,33,37,15,25,38,24,10,10,31,31,30,70,81,88,81,"$1,420,000 ",$0 ,Long Stride Loose,34626,4,Right,Grambling St.,9313,9,12831,Chad Williams,WilliamsChad_12831,launch-ratings,published,
1248,Chiefs,C,C_Power,52,Creed,Humphrey,23,77,312,68,69,83,67,54,87,80,72,34,8,10,10,18,10,10,25,15,21,21,15,8,6,24,6,6,6,14,6,6,12,70,73,67,70,72,67,85,79,39,25,30,7,11,10,25,10,10,26,14,11,10,85,92,93,"$5,565,206 ","$1,400,000 ",Default Stride Awkward,35974,0,Left,Oklahoma,729,9,21551,Creed Humphrey,HumphreyCreed_21551,launch-ratings,published,
1249,Chiefs,FB,FB_Blocking,45,Michael,Burton,29,72,240,68,80,86,77,75,82,80,79,73,29,61,63,62,70,66,63,48,49,54,45,35,27,30,15,10,5,17,5,5,12,65,59,55,66,48,43,67,84,45,67,43,10,15,15,15,25,30,28,14,14,35,77,91,75,"$850,000 ",$0 ,Default,33635,6,Right,Rutgers,7034,9,2431,Michael Burton,BurtonMichael_2431,launch-ratings,published,
1250,Chiefs,ROLB,OLB_RunStopper,50,Willie,Gay,23,73,243,68,88,90,81,76,71,90,70,56,55,64,57,43,45,58,60,46,62,31,35,30,24,25,6,6,6,16,6,6,12,45,45,45,45,45,45,76,24,81,86,77,59,63,56,65,49,57,65,28,18,14,86,87,84,"$3,530,000 ","$1,750,000 ",Default Stride Loose,35841,1,Right,Mississippi St.,295,9,21001,Willie Gay,GayJrWillie_21001,launch-ratings,published,
1251,Raiders,WR,WR_Physical,88,Marcell,Ateman,26,76,216,68,86,88,81,81,67,84,62,76,70,72,66,60,70,73,82,83,85,76,69,66,63,25,20,15,15,16,15,6,25,51,40,36,51,38,33,59,43,29,26,28,18,30,15,16,10,10,32,19,15,43,82,88,82,"$850,000 ",$0 ,Long Stride Loose,34593,3,Right,Oklahoma St.,8806,23,13106,Marcell Ateman,AtemanMarcell_13106,launch-ratings,published,
1252,Raiders,SS,S_Zone,33,Roderic,Teamer Jr,24,71,205,68,86,89,82,80,58,88,68,60,50,68,62,20,25,63,68,52,66,20,15,13,10,25,15,10,10,20,15,15,12,35,35,35,35,35,35,55,19,67,79,73,66,72,68,65,31,46,52,20,20,45,88,84,80,"$780,000 ",$0 ,Default Stride Loose,35562,2,Right,Tulane,161,23,20816,Roderic Teamer Jr,TeamerJrRoderic_20816,launch-ratings,published,
1253,Raiders,FS,S_RunSupport,37,Tyree,Gillespie,22,72,207,68,91,89,81,76,61,85,68,68,56,67,65,55,52,71,54,48,53,33,31,22,18,24,13,12,11,10,19,10,25,35,35,35,35,35,35,62,37,70,86,78,59,65,61,65,41,46,62,10,10,50,89,90,79,"$3,490,000 ","$480,000 ",Default Stride Loose,36043,0,Right,Missouri,1175,23,21668,Tyree Gillespie,GillespieTyree_21668,launch-ratings,published,
1254,Chargers,MLB,MLB_PassCoverage,44,Kyzir,White,25,74,218,68,85,91,84,75,67,85,67,60,46,63,53,34,40,54,66,55,56,27,34,26,20,23,5,5,5,17,5,5,17,45,45,45,45,45,45,70,18,81,87,79,62,68,54,65,50,59,61,18,17,35,83,88,83,"$3,890,000 ","$640,000 ",Default Stride Loose,35148,3,Right,West Virginia,9112,8,13194,Kyzir White,WhiteKyzir_13194,launch-ratings,published,
1255,Rams,MLB,MLB_RunStopper,41,Kenny,Young,25,73,234,68,84,88,75,72,75,86,63,53,31,35,27,39,33,28,57,33,30,15,15,5,5,27,6,6,6,13,6,6,12,45,45,45,45,45,45,78,23,83,77,82,63,67,57,60,56,63,72,18,10,10,87,89,84,"$3,890,000 ","$160,000 ",Default Stride Loose,35018,3,Right,UCLA,9129,24,13308,Kenny Young,YoungKenny_13308,launch-ratings,published,
1256,Rams,LOLB,OLB_SpeedRusher,52,Terrell,Lewis,23,77,262,68,83,88,83,69,74,87,64,61,27,50,48,27,39,44,62,53,52,33,40,30,25,21,6,6,6,16,6,6,12,45,45,45,45,45,45,74,21,76,84,78,42,49,28,61,68,72,66,17,14,10,70,82,76,"$3,700,000 ","$940,000 ",Long Stride Loose,36032,1,Right,Alabama,429,24,20994,Terrell Lewis,LewisTerrell_20994,launch-ratings,published,
1257,Rams,MLB,MLB_RunStopper,51,Troy,Reeder,26,75,245,68,85,87,80,75,77,89,70,43,12,31,22,34,41,35,57,33,35,19,19,12,7,25,6,6,6,16,6,6,12,45,45,45,45,45,45,75,24,81,79,77,52,57,43,71,60,53,70,16,18,14,86,85,81,"$1,760,000 ",$0 ,Long Stride Loose,34590,2,Right,Delaware,1506,24,20838,Troy Reeder,ReederTroy_20838,launch-ratings,published,
1258,Rams,WR,WR_Slot,15,Tutu,Atwell,21,69,160,68,93,94,89,90,40,80,69,63,67,79,74,22,40,88,76,78,80,53,71,69,74,70,60,55,54,49,64,54,57,36,13,20,22,10,14,30,16,18,12,28,10,17,10,18,10,10,21,20,17,70,82,81,78,"$5,908,697 ","$1,650,000 ",Short Stride Default,36440,0,Right,Louisville,1315,24,21582,Tutu Atwell,AtwellTutu_21582,launch-ratings,published,
1259,Dolphins,TE,TE_Possession,80,Adam,Shaheen,26,78,257,68,81,84,81,68,77,79,60,74,71,75,63,75,76,77,80,78,78,60,62,59,57,25,15,10,6,10,10,6,13,63,60,62,60,59,56,70,55,32,37,37,14,24,25,14,10,10,31,29,19,10,81,88,81,"$2,930,000 ","$3,800,000 ",Long Stride Loose,34631,4,Right,Ashland,8721,12,12605,Adam Shaheen,ShaheenAdam_12605,launch-ratings,published,
1260,Dolphins,CB,CB_MantoMan,33,Jamal,Perry,26,70,190,68,92,92,87,82,57,89,58,57,58,73,66,38,38,61,65,62,64,24,33,23,16,31,6,6,6,14,6,6,15,35,35,35,35,35,35,52,14,63,71,75,70,67,73,60,38,44,51,19,18,40,89,88,81,"$850,000 ",$0 ,Short Stride Loose,34630,4,Right,Iowa State,1500,12,13879,Jamal Perry,PerryJamal_13879,launch-ratings,published,
1261,Dolphins,LE,DE_RunStopper,90,John,Jenkins,32,75,333,68,62,76,58,46,91,63,70,40,10,10,10,45,25,15,30,15,15,15,15,7,3,25,6,6,6,10,6,6,12,45,45,45,45,45,45,85,35,82,81,76,10,15,10,72,72,51,72,23,17,10,67,87,76,"$800,000 ","$150,000 ",Default Stride Awkward,32700,8,Right,Georgia,5895,12,1073,John Jenkins,JenkinsJohn_1073,launch-ratings,published,
1262,Dolphins,RT,OT_Agile,74,Liam,Eichenberg,23,78,306,68,68,79,66,52,84,67,72,24,21,12,10,25,23,15,24,15,21,12,10,8,5,21,6,6,6,11,6,6,12,69,66,72,73,69,77,85,77,26,29,18,12,15,10,25,10,10,17,12,13,10,85,90,76,"$8,014,479 ","$3,180,000 ",Default Stride Awkward,35814,0,Right,Notre Dame,746,12,21650,Liam Eichenberg,EichenbergLiam_21650,launch-ratings,published,
1263,Dolphins,WR,WR_DeepThreat,6,Lynn,Bowden Jr,23,71,204,68,89,91,88,82,70,84,71,79,76,85,76,70,67,79,82,76,77,71,73,69,67,60,51,48,47,52,59,52,54,53,38,40,44,27,24,34,35,30,23,32,10,15,15,16,10,10,25,19,17,80,86,91,86,"$3,720,000 ",$0 ,Short Stride Loose,35717,1,Right,Kentucky,137,12,20943,Lynn Bowden Jr,BowdenJrLynn_20943,launch-ratings,published,
1264,Dolphins,HB,HB_ElusiveBack,32,Patrick,Laird,26,72,197,68,86,91,87,86,72,82,73,84,78,78,71,79,73,72,67,59,55,62,66,60,55,35,37,35,22,28,31,25,30,35,29,29,56,45,40,40,42,31,15,37,16,24,16,21,11,11,29,11,14,35,84,88,83,"$1,760,000 ",$0 ,Default Stride Loose,34928,2,Right,California,417,12,20848,Patrick Laird,LairdPatrick_20848,launch-ratings,published,
1265,Dolphins,WR,WR_DeepThreat,16,Robert,Foster,27,74,196,68,94,92,87,85,55,81,62,72,70,81,74,43,54,79,80,77,78,69,66,70,72,29,15,10,6,22,10,6,22,42,34,27,38,21,19,47,25,28,15,30,16,24,16,21,11,11,26,16,14,45,83,88,81,"$960,000 ","$100,000 ",Default Stride Loose,34461,3,Right,Alabama,8891,12,13399,Robert Foster,FosterRobert_13399,launch-ratings,published,
1266,Dolphins,RE,DE_SmallerSpeedRusher,92,Zach,Sieler,25,78,297,68,78,81,71,60,88,72,61,29,23,33,27,39,38,25,26,20,15,15,15,8,4,22,6,6,6,16,6,6,12,45,45,45,45,45,45,83,18,78,80,79,18,29,20,63,65,75,76,15,12,10,73,88,86,"$6,000,000 ","$3,300,000 ",Long Stride Loose,34949,3,Right,Ferris State,9351,12,13481,Zach Sieler,SielerZach_13481,launch-ratings,published,
1267,Vikings,WR,WR_Slot,12,Chad,Beebe,27,70,183,68,86,89,87,89,48,79,71,64,66,81,69,29,43,70,83,79,77,57,74,70,67,32,15,10,6,20,10,6,22,40,13,10,25,10,11,36,20,34,15,41,22,34,25,25,10,10,25,12,11,75,83,80,88,"$920,000 ",$0 ,Short Stride Default,34486,3,Right,N. Illinois,9705,31,13781,Chad Beebe,BeebeChad_13781,launch-ratings,published,
1268,Vikings,K,KP_Power,1,Greg,Joseph,27,72,208,68,73,71,64,50,41,49,53,40,20,30,35,25,10,22,34,10,12,12,10,10,10,29,37,33,27,13,8,10,25,24,10,10,16,10,10,10,10,33,12,19,12,12,10,12,10,10,15,93,69,10,88,85,65,"$1,280,000 ",$0 ,Default Stride Awkward,34550,3,Right,FAU,9828,31,13601,Greg Joseph,JosephGreg_13601,launch-ratings,published,
1269,Vikings,ROLB,OLB_RunStopper,57,Ryan,Connelly,25,74,236,68,84,88,81,74,70,83,68,48,41,54,38,42,37,45,58,40,49,12,15,5,5,51,45,38,41,36,44,44,40,45,45,45,45,45,45,71,18,80,82,79,57,64,44,70,51,57,68,18,13,10,86,88,92,"$2,500,000 ",$0 ,Default Stride Loose,34995,2,Right,Wisconsin,9421,31,20596,Ryan Connelly,ConnellyRyan_20596,launch-ratings,published,
1270,Vikings,CB,CB_MantoMan,5,Tye,Smith,28,72,195,68,86,88,85,91,68,87,72,66,55,67,61,32,35,53,64,50,60,40,21,11,10,36,6,6,6,15,6,6,15,35,35,35,35,35,35,45,15,41,60,62,68,71,78,69,40,62,42,21,15,60,88,93,70,"$850,000 ",$0 ,Default Stride Loose,34092,5,Right,Towson,7333,31,2632,Tye Smith,SmithTye_2632,launch-ratings,published,
1271,Patriots,HB,HB_ElusiveBack,25,Brandon,Bolden,31,71,220,68,87,89,84,77,76,86,75,89,68,76,78,82,82,78,63,59,57,60,59,55,49,36,10,10,10,17,10,10,18,62,46,45,52,32,27,61,63,54,45,60,13,25,20,25,10,10,50,25,32,79,78,86,85,"$850,000 ","$1,130,000 ",Default,32899,9,Left,Ole Miss,5057,22,11244,Brandon Bolden,BoldenBrandon_11244,launch-ratings,published,
1272,Patriots,FS,S_Hybrid,22,Cody,Davis,32,74,203,68,88,90,86,80,58,93,65,60,29,65,60,55,53,59,59,35,61,15,15,10,10,35,15,10,10,10,15,15,15,35,35,35,35,35,35,59,14,68,79,64,68,70,72,66,49,47,40,15,19,45,86,90,69,"$2,300,000 ","$2,000,000 ",Default,32665,8,Right,Texas Tech,6857,22,14732,Cody Davis,DavisCody_14732,launch-ratings,published,
1273,Patriots,HB,HB_ElusiveBack,42,J.J.,Taylor,23,65,185,68,86,88,83,88,64,83,62,85,76,86,80,78,68,77,67,49,51,43,61,54,46,24,20,15,10,13,15,15,21,26,15,15,52,24,25,27,25,34,25,43,21,30,21,27,10,10,33,14,16,76,82,84,78,"$1,670,000 ",$0 ,Short Stride Default,35799,1,Right,Arizona,606,22,20925,J.J. Taylor,TaylorJJ_20925,launch-ratings,published,
1274,Patriots,HB,HB_ElusiveBack,20,Rhamondre,Stevenson,23,72,227,68,85,86,83,83,71,79,68,88,78,82,77,79,79,79,65,46,47,48,56,49,41,32,25,20,15,15,19,17,21,55,43,38,54,36,32,53,55,41,32,39,10,16,18,18,10,10,33,20,18,45,86,89,84,"$3,490,000 ","$740,000 ",Default Stride High and Tight,35849,0,Right,Oklahoma,1146,22,21632,Rhamondre Stevenson,StevensonRhamondre_21632,launch-ratings,published,
1275,Saints,WR,WR_Physical,12,Marquez,Callaway,23,73,204,68,87,90,82,79,63,89,67,75,72,73,68,62,58,74,83,81,84,72,69,68,64,20,20,15,10,15,15,6,23,50,22,15,30,15,13,43,23,27,29,31,14,21,18,19,10,10,28,19,13,82,79,90,84,"$2,200,000 ","$100,000 ",Default,35881,1,Right,Tennessee,202,27,21321,Marquez Callaway,CallawayMarquez_21321,launch-ratings,published,
1276,Saints,TE,TE_Possession,81,Nick,Vannett,28,78,261,68,75,82,81,74,73,75,70,75,60,62,58,67,65,71,81,77,75,65,67,65,61,29,15,10,6,10,10,6,16,59,55,59,56,56,53,70,54,30,35,43,14,21,17,22,17,17,46,21,19,18,79,86,78,"$6,600,000 ","$1,400,000 ",Long Stride Loose,34034,5,Right,Ohio State,8246,27,17651,Nick Vannett,VannettNick_17651,launch-ratings,published,
1277,Saints,CB,CB_MantoMan,29,Paulson,Adebo,22,73,198,68,91,90,91,87,64,87,67,63,51,70,66,41,33,71,70,61,67,38,37,34,28,30,6,6,6,16,6,6,10,35,35,35,35,35,35,44,15,59,61,71,64,68,75,62,37,44,50,32,31,46,85,89,85,"$4,020,000 ","$1,020,000 ",Default Stride Loose,36344,0,Right,Stanford,0,27,21445,Paulson Adebo,AdeboPaulson_21445,launch-ratings,published,
1278,Saints,RE,DE_PowerRusher,98,Payton,Turner,22,77,270,68,75,84,84,73,82,85,67,39,16,36,31,30,30,27,37,19,21,16,15,7,4,28,6,6,6,13,6,6,12,45,45,45,45,45,45,82,17,81,86,81,23,34,16,61,66,59,67,15,15,10,77,86,89,"$6,060,000 ","$6,480,000 ",Long Stride Loose,36167,0,Right,Houston,0,27,21688,Payton Turner,TurnerPayton_21688,launch-ratings,published,
1279,Saints,DT,DT_RunStopper,95,Ryan,Glasgow,27,75,300,68,67,76,57,53,88,69,69,25,15,24,17,37,28,25,30,24,18,15,16,8,4,23,6,6,6,10,6,6,12,45,46,45,45,44,45,86,36,79,83,76,20,29,16,70,70,60,70,20,17,10,70,87,81,"$1,420,000 ",$0 ,Long Stride Awkward,34242,4,Right,Michigan,8565,27,12655,Ryan Glasgow,GlasgowRyan_12655,launch-ratings,published,
1280,Giants,CB,CB_MantoMan,33,Aaron,Robinson,23,72,190,68,92,90,87,88,59,88,65,56,39,69,64,29,32,62,59,49,49,14,17,12,5,22,6,6,6,13,6,6,15,35,35,35,35,35,35,43,18,58,65,76,69,67,66,64,26,34,44,19,12,45,88,90,86,"$4,040,000 ","$1,110,000 ",Default Stride Loose,35744,0,Right,UCF,1322,16,21661,Aaron Robinson,RobinsonAaron_21661,launch-ratings,published,
1281,Giants,DT,DT_RunStopper,98,Austin,Johnson,27,76,314,68,60,75,58,54,83,66,74,32,10,17,17,29,25,24,29,14,16,15,13,6,3,23,6,6,6,12,6,6,12,45,45,45,45,44,45,79,19,82,80,79,22,29,13,77,70,53,67,17,17,9,75,89,89,"$500,000 ","$2,500,000 ",Long Stride High and Tight,34462,5,Right,Penn State,8075,16,17742,Austin Johnson,JohnsonAustin_17742,launch-ratings,published,
1282,Giants,TE,TE_Possession,82,Kaden,Smith,24,77,249,68,77,84,81,67,71,81,67,71,58,65,59,71,63,65,81,77,79,61,65,66,58,25,15,10,5,15,10,5,16,66,64,62,57,54,57,66,49,27,25,32,12,15,10,15,10,10,28,12,10,10,81,85,83,"$3,000,000 ",$0 ,Long Stride Loose,35544,2,Right,Stanford,9635,16,20520,Kaden Smith,SmithKaden_20520,launch-ratings,published,
1283,Giants,C,C_Agile,65,Nick,Gates,25,77,307,68,57,75,64,55,82,62,88,29,17,19,15,27,26,12,36,22,15,18,17,12,5,25,6,6,6,14,6,6,12,70,66,72,69,68,70,79,82,36,22,30,12,15,10,26,24,16,22,17,12,10,85,83,94,"$4,830,000 ","$2,680,000 ",Default Stride Awkward,35030,3,Right,Nebraska,8898,16,13364,Nick Gates,GatesNick_13364,launch-ratings,published,
1284,Giants,CB,CB_MantoMan,28,Quincy,Wilson,25,74,193,68,87,89,86,89,68,80,63,64,59,76,64,42,66,71,66,64,74,36,27,17,11,35,6,6,6,15,6,6,16,35,35,35,35,35,35,55,15,58,77,81,71,68,76,65,35,44,56,19,22,55,93,87,83,"$1,350,000 ",$0 ,Default Stride Loose,35293,4,Right,Florida,8786,16,12542,Quincy Wilson,WilsonQuincy_12542,launch-ratings,published,
1285,Giants,P,KP_Power,9,Riley,Dixon,28,76,221,68,70,82,74,54,57,70,58,50,34,51,30,41,37,50,38,15,20,15,10,10,10,39,35,30,22,13,29,22,24,20,16,16,10,10,10,22,16,34,58,62,13,22,10,25,10,10,24,89,63,10,89,88,79,"$7,270,000 ","$2,640,000 ",Default,34205,5,Right,Syracuse,7978,16,17818,Riley Dixon,DixonRiley_17818,launch-ratings,published,
1286,Giants,ROLB,OLB_PowerRusher,46,Ryan,Anderson,27,74,253,68,80,84,77,66,82,71,66,55,23,42,41,43,54,48,58,47,44,15,20,10,6,24,6,6,6,14,6,6,12,56,54,50,45,45,45,75,42,84,83,78,56,65,44,63,68,60,63,16,15,10,83,88,87,"$850,000 ","$140,000 ",Long Stride Loose,34558,4,Right,Alabama,8468,16,12567,Ryan Anderson,AndersonRyan_12567,launch-ratings,published,
1287,Giants,CB,CB_MantoMan,34,Sam,Beal,25,73,177,68,90,92,85,90,54,88,62,59,51,65,60,33,33,58,58,44,60,21,27,14,10,20,6,6,6,13,6,6,11,34,33,34,33,33,34,45,20,48,55,64,70,66,76,59,38,43,47,18,15,40,90,83,81,"$3,040,000 ","$1,040,000 ",Default Stride Loose,35307,3,Right,W. Michigan,104,16,13825,Sam Beal,BealSam_13825,launch-ratings,published,
1288,Giants,RG,G_Agile,73,Zach,Fulton,29,77,321,68,65,79,54,39,85,63,78,25,5,10,10,15,10,10,20,10,12,12,10,5,5,20,6,6,6,10,6,6,12,70,67,72,71,70,72,80,79,35,20,35,12,15,10,20,10,10,20,20,20,10,74,92,87,"$850,000 ","$140,000 ",Default Stride Awkward,33504,7,Right,Tennessee,6424,16,2028,Zach Fulton,FultonZach_2028,launch-ratings,published,
1289,Jets,RE,DE_SmallerSpeedRusher,47,Bryce,Huff,23,75,255,68,83,89,78,72,72,80,58,40,10,22,35,25,27,26,36,25,29,17,15,8,4,28,6,6,6,12,6,6,12,45,45,45,45,45,45,77,11,78,80,76,38,48,33,56,62,72,61,15,16,10,83,91,87,"$2,220,000 ","$90,000 ",Long Stride Awkward,35902,1,Right,Memphis,1453,18,21239,Bryce Huff,HuffBryce_21239,launch-ratings,published,
1290,Jets,RT,OT_Agile,70,Chuma,Edoga,24,75,308,68,67,79,70,56,84,63,77,24,9,10,10,28,30,20,29,21,16,15,17,7,5,23,6,6,6,3,6,6,12,71,68,74,70,69,72,79,81,36,35,27,12,15,10,15,10,10,26,40,30,6,84,83,79,"$2,720,000 ","$870,000 ",Default Stride Awkward,35575,2,Right,USC,9446,18,20366,Chuma Edoga,EdogaChuma_20366,launch-ratings,published,
1291,Jets,CB,CB_MantoMan,27,Corey,Ballentine,25,71,191,68,90,90,89,87,61,93,64,52,54,74,70,43,42,63,61,55,63,34,44,34,27,22,6,6,6,13,6,6,14,18,33,34,13,33,34,45,15,58,68,78,70,65,70,62,38,42,55,18,17,84,91,88,82,"$2,540,000 ",$0 ,Default Stride Loose,35168,2,Right,Washburn,9377,18,20454,Corey Ballentine,BallentineCorey_20454,launch-ratings,published,
1292,Jets,C,C_Power,67,Dan,Feeney,27,76,310,68,64,78,67,51,88,70,82,23,8,28,23,35,32,26,28,20,24,25,17,7,5,27,6,6,6,10,6,6,12,69,70,68,67,69,63,84,85,34,38,34,12,20,15,20,10,10,37,24,22,10,84,90,79,"$500,000 ","$3,000,000 ",Default Stride Awkward,34483,4,Right,Indiana,8550,18,12641,Dan Feeney,FeeneyDan_12641,launch-ratings,published,
1293,Jets,HB,HB_ElusiveBack,36,Josh,Adams,24,74,225,68,89,89,88,78,74,82,65,88,79,80,72,81,82,78,62,45,49,49,56,51,48,27,20,15,10,18,17,15,26,34,30,26,47,37,32,32,28,26,25,30,15,20,14,16,10,10,27,17,12,35,83,87,85,"$920,000 ",$0 ,Default,35367,3,Right,Notre Dame,8794,18,13219,Josh Adams,AdamsJosh_13219,launch-ratings,published,
1294,Eagles,LOLB,OLB_SpeedRusher,58,Genard,Avery,26,72,250,68,85,88,85,69,82,86,63,54,24,47,41,39,37,46,45,32,30,15,10,6,5,22,6,6,6,15,6,6,12,45,45,45,45,45,45,76,29,77,81,77,50,50,29,60,64,69,65,12,10,10,73,86,84,"$2,460,000 ","$280,000 ",Default Stride Loose,34815,3,Right,Memphis,8809,13,13263,Genard Avery,AveryGenard_13263,launch-ratings,published,
1295,Eagles,QB,QB_FieldGeneral,7,Joe,Flacco,36,78,245,68,71,79,66,65,68,71,68,59,41,52,25,40,50,65,31,10,12,12,10,10,10,90,84,78,78,78,74,81,35,15,20,20,15,25,15,30,18,29,12,30,15,20,10,15,10,10,25,25,24,10,75,93,92,"$500,000 ","$1,060,000 ",Default,31063,13,Right,Delaware,1115,13,28329,Joe Flacco,FlaccoJoe_28329,launch-ratings,published,
1296,49ers,RG,G_Power,65,Aaron,Banks,23,77,325,68,61,73,60,40,85,76,74,31,5,10,10,23,25,10,30,10,12,12,10,5,5,25,6,6,6,14,6,6,12,72,73,71,70,73,67,81,73,25,29,25,12,15,10,10,10,10,15,19,22,10,84,85,85,"$7,073,601 ","$2,500,000 ",Default Stride Awkward,35676,0,Right,Notre Dame,756,15,21544,Aaron Banks,BanksAaron_21544,launch-ratings,published,
1297,49ers,WR,WR_DeepThreat,8,Bennie,Fowler III,30,73,218,68,88,88,84,81,70,86,65,69,68,78,74,64,65,81,81,77,84,77,73,75,71,30,15,10,6,21,10,6,22,52,30,25,42,20,17,55,35,42,15,44,18,24,25,26,10,10,52,25,30,67,82,82,69,"$850,000 ",$0 ,Default Stride Loose,33399,7,Right,Michigan St.,7465,15,2755,Bennie Fowler III,FowlerIIIBennie_2755,launch-ratings,published,
1298,49ers,WR,WR_Slot,14,Jalen,Hurd,25,76,230,68,89,90,91,84,76,90,67,78,78,82,78,74,61,85,78,78,79,66,74,72,69,36,28,24,20,21,28,16,31,40,25,19,40,25,22,44,25,35,29,38,19,32,18,22,10,10,32,19,15,60,80,74,75,"$3,150,000 ","$1,120,000 ",Default Stride Loose,35087,2,Right,Baylor,9512,15,20391,Jalen Hurd,HurdJalen_20391,launch-ratings,published,
1299,49ers,SS,S_Hybrid,36,Marcell,Harris,27,72,215,68,86,88,81,78,61,81,68,60,40,62,62,38,47,61,61,54,60,25,15,10,10,35,6,6,6,16,6,6,15,35,35,35,35,35,35,63,22,72,85,75,68,72,70,65,34,44,53,17,14,45,87,82,80,"$850,000 ","$350,000 ",Short Stride Loose,34494,3,Right,Florida,8912,15,13402,Marcell Harris,HarrisMarcell_13402,launch-ratings,published,
1300,49ers,ROLB,OLB_RunStopper,47,Nathan,Gerry,26,74,230,68,87,88,82,75,70,81,72,69,33,56,42,38,36,49,76,70,65,20,23,13,7,30,6,6,6,14,6,6,12,45,45,45,45,45,45,79,19,78,83,80,55,61,62,69,46,56,66,19,15,45,84,87,89,"$850,000 ",$0 ,Default,34753,4,Right,Nebraska,8563,15,12696,Nathan Gerry,GerryNathan_12696,launch-ratings,published,
1301,Seahawks,ROLB,OLB_RunStopper,55,Ben,Burr-Kirven,23,72,230,68,86,88,86,75,71,83,62,64,48,62,54,58,56,62,62,40,46,15,32,24,19,30,15,10,10,25,15,15,24,45,45,45,45,45,45,76,15,85,82,82,55,64,48,61,57,50,65,20,15,65,93,87,83,"$2,540,000 ","$320,000 ",Default Stride Loose,35681,2,Right,Washington,9407,28,20588,Ben Burr-Kirven,BurrKirvenBen_20588,launch-ratings,published,
1302,Seahawks,RT,OT_PassProtector,72,Brandon,Shell,29,77,324,68,64,80,67,52,82,75,82,29,12,19,26,32,33,23,20,15,20,12,10,5,5,26,6,6,6,12,6,6,12,62,60,65,75,76,73,77,76,36,68,35,10,12,10,30,40,30,39,25,22,10,87,92,88,"$4,000,000 ","$4,980,000 ",Default Stride Awkward,33640,5,Right,South Carolina,8212,28,17800,Brandon Shell,ShellBrandon_17800,launch-ratings,published,
1303,Buccaneers,WR,WR_DeepThreat,85,Jaydon,Mickens,27,70,170,68,87,90,94,96,55,84,66,71,76,87,82,41,43,77,79,73,76,62,73,72,75,28,20,15,10,20,22,15,25,35,16,12,36,10,11,44,24,27,20,31,13,25,18,18,10,10,26,24,18,84,82,81,78,"$920,000 ",$0 ,Short Stride Loose,34445,5,Right,Washington,9239,6,13029,Jaydon Mickens,MickensJaydon_13029,launch-ratings,published,
1304,Buccaneers,DT,DT_RunStopper,56,Rakeem,Nunez-Roches,28,74,307,68,70,82,61,56,80,82,72,40,10,10,10,15,10,10,30,15,15,15,15,8,4,16,6,6,6,10,6,6,12,45,45,45,45,45,45,78,18,84,77,78,20,29,20,75,68,54,67,15,25,10,78,81,76,"$3,250,000 ","$1,750,000 ",Default Stride Awkward,34153,6,Right,Southern Miss,7563,6,2688,Rakeem Nunez-Roches,NunezRochesRakeem_2688,launch-ratings,published,
