ID,First Name,Last Name,Age,Height,Weight,Jersey,Position,Team,Archetype
762,Vernon,Hargreaves III,26,70,205,26,CB,Texans,CB_Slot
763,Antwaun,Woods,28,73,310,96,DT,Colts,DT_RunStopper
764,Kemoko,Turay,26,77,248,57,RE,Colts,DE_SmallerSpeedRusher
765,Kwity,Paye,22,74,272,51,RE,Colts,DE_PowerRusher
766,Michael,Pittman Jr,23,76,223,11,WR,Colts,WR_Physical
767,Parris,Campbell,24,72,205,1,WR,Colts,WR_Slot
768,Aldrick,Rosas,26,75,221,7,K,Jaguars,KP_Power
769,Rayshawn,Jenkins,27,73,220,2,SS,Jaguars,S_RunSupport
770,Roy,Robertson-Harris,28,77,298,95,RE,Jaguars,DE_PowerRusher
771,Carl,Nassib,28,79,275,94,LE,Raiders,DE_PowerRusher
772,Daniel,Carlson,26,77,215,2,K,Raiders,KP_Power
773,Denzelle,Good,30,77,340,71,RG,Raiders,G_Power
774,Jalen,Richard,27,68,205,30,HB,Raiders,HB_ElusiveBack
775,Nevin,Lawson,30,69,190,26,CB,Raiders,CB_Slot
776,Trevon,Moehrig,22,73,202,25,FS,Raiders,S_Hybrid
777,Drue,Tranquill,26,74,234,49,MLB,Chargers,MLB_FieldGeneral
778,Justin,Jackson,25,72,199,22,HB,Chargers,HB_ElusiveBack
779,Kyler,Fackrell,29,77,245,52,ROLB,Chargers,OLB_SpeedRusher
780,Nasir,Adderley,24,72,206,24,FS,Chargers,S_Zone
781,Rashawn,Slater,22,76,304,70,LT,Chargers,OT_Agile
782,Matt,Gay,27,72,232,8,K,Rams,KP_Power
783,Malcolm,Brown,28,71,222,34,HB,Dolphins,HB_ElusiveBack
784,Robert,Hunt,25,77,323,68,RG,Dolphins,G_Power
785,Tua,Tagovailoa,23,72,217,1,QB,Dolphins,QB_Scrambler
786,C.J.,Ham,28,71,235,30,FB,Vikings,FB_Utility
787,Jeff,Gladney,24,70,191,20,CB,Vikings,CB_MantoMan
788,Christian,Barmore,22,76,310,57,DT,Patriots,DT_RunStopper
789,Davon,Godchaux,26,75,311,92,DT,Patriots,DT_RunStopper
790,Josh,Uche,22,73,245,55,ROLB,Patriots,OLB_SpeedRusher
791,N'Keal,Harry,23,75,225,15,WR,Patriots,WR_Physical
792,Nick,Folk,36,73,222,6,K,Patriots,KP_Power
793,Cesar,Ruiz,22,75,316,51,RG,Saints,G_Power
794,Jameis,Winston,27,76,231,2,QB,Saints,QB_Scrambler
795,Patrick,Robinson,33,71,191,21,CB,Saints,CB_Slot
796,Dante,Pettis,25,73,195,13,WR,Giants,WR_DeepThreat
797,Darnay,Holmes,23,70,195,30,CB,Giants,CB_MantoMan
798,Isaac,Yiadom,25,73,190,27,CB,Giants,CB_Zone
799,John,Ross III,25,71,190,12,WR,Giants,WR_DeepThreat
800,Will,Hernandez,25,74,327,71,LG,Giants,G_Power
801,Alex,Lewis,29,78,305,71,RG,Jets,G_Power
802,Elijah,Moore,21,70,178,8,WR,Jets,WR_Slot
803,Michael,Carter,22,68,201,32,HB,Jets,HB_ElusiveBack
804,Greg,Ward Jr,26,71,190,84,WR,Eagles,WR_Slot
805,Jalen,Reagor,22,71,197,18,WR,Eagles,WR_DeepThreat
806,Travis,Fulgham,25,74,215,13,WR,Eagles,WR_Physical
807,D.J.,Jones,26,72,305,93,DT,49ers,DT_RunStopper
808,Mohamed,Sanu Sr,32,74,210,18,WR,49ers,WR_Physical
809,Richie,James Jr,25,69,185,13,WR,49ers,WR_Slot
810,Tavon,Wilson,31,72,212,32,FS,49ers,S_Hybrid
811,Benson,Mayowa,30,75,265,95,LE,Seahawks,DE_SmallerSpeedRusher
812,Ethan,Pocic,26,78,320,77,C,Seahawks,C_Power
813,Donovan,Smith,28,78,338,76,LT,Buccaneers,OT_Power
814,Ross,Cockrell,30,72,191,43,CB,Buccaneers,CB_MantoMan
815,Anthony,Firkser,26,74,246,86,TE,Titans,TE_VerticalThreat
816,Jamin,Davis,22,76,234,52,ROLB,Football Team,OLB_RunStopper
817,Jon,Bostic,30,73,245,53,MLB,Football Team,MLB_RunStopper
818,Kelvin,Beachum Jr,32,75,308,68,RT,Cardinals,OT_Agile
819,Brandon,Copeland,30,75,263,51,LOLB,Falcons,OLB_PowerRusher
820,Bradley,Bozeman,26,77,325,77,LG,Ravens,G_Power
821,Jaylon,Ferguson,25,77,271,45,LOLB,Ravens,OLB_PowerRusher
822,Malik,Harrison,23,75,247,40,MLB,Ravens,MLB_RunStopper
823,Miles,Boykin,24,76,220,80,WR,Ravens,WR_Physical
824,Rashod,Bateman,21,72,195,12,WR,Ravens,WR_DeepThreat
825,A.J.,Epenesa,22,77,265,57,LE,Bills,DE_PowerRusher
826,Cody,Ford,24,75,329,74,LG,Bills,G_Power
827,Efe,Obada,29,78,265,93,RE,Bills,DE_SmallerSpeedRusher
828,Harrison,Phillips,25,75,307,99,DT,Bills,DT_RunStopper
829,Star,Lotulelei,31,74,315,98,DT,Bills,DT_RunStopper
830,Joseph,Charlton,24,76,190,3,P,Panthers,KP_Power
831,Troy,Pride Jr,23,71,193,25,CB,Panthers,CB_MantoMan
832,Andy,Dalton,33,74,220,14,QB,Bears,QB_FieldGeneral
833,Cole,Kmet,22,78,285,85,TE,Bears,TE_Possession
834,Mario,Edwards Jr,27,75,280,97,RE,Bears,DE_PowerRusher
835,Pat,O'Donnell,30,76,212,16,P,Bears,KP_Power
836,C.J.,Uzomah,28,78,260,87,TE,Bengals,TE_Possession
837,Germaine,Pratt,25,74,245,57,MLB,Bengals,MLB_FieldGeneral
838,Mike,Daniels,32,72,310,76,DT,Bengals,DT_RunStopper
839,Trey,Hopkins,29,75,316,66,C,Bengals,C_PassProtector
840,Cody,Parkey,29,72,190,2,K,Browns,KP_Power
841,Grant,Delpit,22,75,213,22,FS,Browns,S_Hybrid
842,Jeremiah,Owusu-Koramoah,21,74,215,28,LOLB,Browns,OLB_PassCoverage
843,Takkarist,McKinley,25,74,260,55,RE,Browns,DE_SmallerSpeedRusher
844,Connor,Williams,24,77,298,52,LG,Cowboys,G_Agile
845,Jayron,Kearse,27,76,215,32,SS,Cowboys,S_Zone
846,Neville,Gallimore,24,74,304,96,DT,Cowboys,DT_RunStopper
847,Trevon,Diggs,23,73,195,27,CB,Cowboys,CB_MantoMan
848,K.J.,Hamler,22,69,178,1,WR,Broncos,WR_DeepThreat
849,Royce,Freeman,25,72,238,28,HB,Broncos,HB_PowerBack
850,Josh,Jackson,25,72,196,37,CB,Packers,CB_Zone
851,Cameron,Johnston,29,71,194,11,P,Texans,KP_Power
852,Ka'imi,Fairbairn,27,72,183,7,K,Texans,KP_Power
853,Kamu,Grugier-Hill,27,74,230,51,LOLB,Texans,OLB_RunStopper
854,Keion,Crossen,25,70,185,35,CB,Texans,CB_MantoMan
855,Kevin,Pierre-Louis,29,72,231,57,LOLB,Texans,OLB_PassCoverage
856,Lonnie,Johnson Jr,25,74,210,1,SS,Texans,S_Hybrid
857,Al-Quadin,Muhammad,26,76,250,97,RE,Colts,DE_PowerRusher
858,Carson,Wentz,28,77,237,2,QB,Colts,QB_Scrambler
859,Jordan,Wilkins,27,73,217,20,HB,Colts,HB_ElusiveBack
860,Adam,Gotsis,28,76,287,96,LE,Jaguars,DE_RunStopper
861,Damien,Wilson,28,72,243,54,MLB,Jaguars,MLB_RunStopper
862,Jawaan,Taylor,23,77,312,75,RT,Jaguars,OT_Power
863,Malcom,Brown,27,74,320,98,LE,Jaguars,DE_RunStopper
864,Darrel,Williams,26,72,224,31,HB,Chiefs,HB_PowerBack
865,Tershawn,Wharton,23,73,270,98,DT,Chiefs,DT_RunStopper
866,Tommy,Townsend,24,73,191,5,P,Chiefs,KP_Power
867,Quinton,Jefferson,28,76,291,97,DT,Raiders,DT_SpeedRusher
868,Zay,Jones,26,74,200,7,WR,Raiders,WR_Physical
869,Asante,Samuel Jr,21,70,181,26,CB,Chargers,CB_MantoMan
870,Justin,Jones,25,75,309,93,LE,Chargers,DE_RunStopper
871,A'Shawn,Robinson,26,76,330,94,RE,Rams,DE_RunStopper
872,David,Edwards,24,78,308,73,LG,Rams,G_Agile
873,Jordan,Fuller,23,74,203,4,FS,Rams,S_Zone
874,Van,Jefferson,25,74,200,12,WR,Rams,WR_DeepThreat
875,Allen,Hurns,29,75,195,8,WR,Dolphins,WR_Physical
876,Jaelan,Phillips,22,77,260,15,LOLB,Dolphins,OLB_SpeedRusher
877,Matt,Skura,28,75,313,62,C,Dolphins,C_Power
878,Noah,Igbinoghene,21,70,197,9,CB,Dolphins,CB_MantoMan
879,Cameron,Dantzler,22,74,188,27,CB,Vikings,CB_MantoMan
880,Nick,Vigil,28,74,239,59,ROLB,Vikings,OLB_RunStopper
881,Adam,Trautman,24,77,255,82,TE,Saints,TE_Possession
882,Deonte,Harris,23,66,170,11,WR,Saints,WR_DeepThreat
883,Grant,Haley,25,69,190,30,CB,Saints,CB_MantoMan
884,Ty,Montgomery II,28,72,216,88,HB,Saints,HB_ReceivingBack
885,Daniel,Jones,24,77,221,8,QB,Giants,QB_FieldGeneral
886,Devontae,Booker,29,71,219,28,HB,Giants,HB_ElusiveBack
887,Kadarius,Toney,22,71,193,89,WR,Giants,WR_Slot
888,Oshane,Ximines,24,76,252,53,ROLB,Giants,OLB_SpeedRusher
889,Alijah,Vera-Tucker,22,77,308,75,LG,Jets,G_Agile
890,Blake,Cashman,25,73,235,53,MLB,Jets,MLB_FieldGeneral
891,Braxton,Berrios,25,69,186,10,WR,Jets,WR_Slot
892,Bryce,Hall,23,73,202,37,CB,Jets,CB_Zone
893,Denzel,Mims,23,75,207,11,WR,Jets,WR_DeepThreat
894,Jarrad,Davis,25,73,245,52,ROLB,Jets,OLB_RunStopper
895,Jake,Elliott,26,69,167,4,K,Eagles,KP_Power
896,Kenneth,Gainwell,22,68,185,14,HB,Eagles,HB_ElusiveBack
897,Cody,Barton,24,74,237,57,LOLB,Seahawks,OLB_RunStopper
898,Damien,Lewis,24,74,327,68,RG,Seahawks,G_Power
899,Kerry,Hyder,30,74,280,51,RE,Seahawks,DE_SmallerSpeedRusher
900,Ugo,Amadi,24,69,201,28,CB,Seahawks,CB_Slot
901,Khari,Blasingame,25,72,233,41,FB,Titans,FB_Utility
902,Matthias,Farley,29,71,204,21,SS,Titans,S_RunSupport
903,Lamar,Miller,30,70,220,36,HB,Football Team,HB_ElusiveBack
904,Steven,Sims,24,70,176,15,WR,Football Team,WR_Slot
905,Rondale,Moore,21,67,181,85,WR,Cardinals,WR_Slot
906,Barkevious,Mingo,30,77,235,52,ROLB,Falcons,OLB_SpeedRusher
907,Javian,Hawkins,21,68,196,25,HB,Falcons,HB_ElusiveBack
908,Kaleb,McGary,26,78,306,76,RT,Falcons,OT_Power
909,Sterling,Hofrichter,24,70,196,4,P,Falcons,KP_Power
910,Devin,Duvernay,23,71,200,13,WR,Ravens,WR_Slot
911,Justice,Hill,23,70,200,43,HB,Ravens,HB_ElusiveBack
912,A.J.,Klein,30,73,240,54,LOLB,Bills,OLB_RunStopper
913,Forrest,Lamp,27,76,310,70,LG,Bills,G_Power
914,Jacob,Hollister,27,76,245,80,TE,Bills,TE_VerticalThreat
915,Justin,Zimmer,28,75,300,61,DT,Bills,DT_RunStopper
916,Taiwan,Jones,33,72,195,25,HB,Bills,HB_ElusiveBack
917,Chuba,Hubbard,22,72,210,30,HB,Panthers,HB_ElusiveBack
918,Dan,Arnold,26,78,240,85,TE,Panthers,TE_VerticalThreat
919,Jermaine,Carter Jr,26,72,225,56,MLB,Panthers,MLB_RunStopper
920,Sam,Darnold,24,75,225,14,QB,Panthers,QB_FieldGeneral
921,Akeem,Davis-Gaither,23,74,215,59,ROLB,Bengals,OLB_PassCoverage
922,Evan,McPherson,22,71,195,2,K,Bengals,KP_Power
923,Kevin,Huber,36,73,211,10,P,Bengals,KP_Power
924,Trent,Taylor,27,68,181,11,WR,Bengals,WR_Slot
925,Cedrick,Wilson,25,74,200,1,WR,Cowboys,WR_Slot
926,Tarell,Basham,27,76,266,93,RE,Cowboys,DE_SmallerSpeedRusher
927,Ty,Nsekhe,35,80,325,79,RT,Cowboys,OT_Power
928,Netane,Muti,22,75,315,52,RG,Broncos,G_Power
929,Shamar,Stephen,30,77,310,99,DT,Broncos,DT_RunStopper
930,Alim,McNeill,21,74,317,54,DT,Lions,DT_RunStopper
931,Corn,Elder,26,70,183,29,CB,Lions,CB_Slot
932,Geronimo,Allison,27,75,202,18,WR,Lions,WR_DeepThreat
933,Jonah,Jackson,24,76,312,73,LG,Lions,G_PassProtector
934,Levi,Onwuzurike,23,75,290,75,LE,Lions,DE_SmallerSpeedRusher
935,Mike,Ford,26,72,194,2,CB,Lions,CB_MantoMan
936,Randy,Bullock,31,69,206,4,K,Lions,KP_Power
937,Eric,Stokes,22,73,194,21,CB,Packers,CB_MantoMan
938,Chris,Moore,28,73,200,15,WR,Texans,WR_Slot
939,Eric,Murray,27,71,199,23,SS,Texans,S_Hybrid
940,Maliek,Collins,26,74,310,97,DT,Texans,DT_SpeedRusher
941,Marvell,Tell III,25,74,195,39,CB,Colts,CB_MantoMan
942,Dawuane,Smoot,26,75,264,91,ROLB,Jaguars,OLB_SpeedRusher
943,K'Lavon,Chaisson,22,75,254,45,LOLB,Jaguars,OLB_SpeedRusher
944,Logan,Cooke,26,77,230,9,P,Jaguars,KP_Power
945,Taven,Bryan,25,77,291,90,LE,Jaguars,DE_PowerRusher
946,Tyson,Campbell,21,73,193,32,CB,Jaguars,CB_MantoMan
947,Daniel,Sorensen,31,74,208,49,SS,Chiefs,S_Zone
948,DeAndre,Baker,24,71,180,30,CB,Chiefs,CB_MantoMan
949,Khalen,Saunders,25,72,324,99,DT,Chiefs,DT_RunStopper
950,Mike,Remmers,32,77,310,75,RT,Chiefs,OT_Power
951,Taco,Charlton,26,78,270,94,LE,Chiefs,DE_SmallerSpeedRusher
952,Bryan,Edwards,22,75,212,89,WR,Raiders,WR_Physical
953,Isaiah,Johnson,25,74,210,31,CB,Raiders,CB_MantoMan
954,Nicholas,Morrow,26,72,225,50,LOLB,Raiders,OLB_RunStopper
955,Jalen,Guyton,24,73,212,15,WR,Chargers,WR_DeepThreat
956,David,Long Jr,23,71,198,22,CB,Rams,CB_MantoMan
957,Elandon,Roberts,27,72,238,52,MLB,Dolphins,MLB_RunStopper
958,Christian,Darrisaw,22,77,314,71,LT,Vikings,OT_Power
959,Olabisi,Johnson,24,72,204,81,WR,Vikings,WR_Slot
960,Stephen,Weatherly,27,77,265,91,RE,Vikings,DE_SmallerSpeedRusher
961,Mac,Jones,22,75,217,10,QB,Patriots,QB_FieldGeneral
962,Ted,Karras,28,76,305,67,C,Patriots,C_Power
963,Azeez,Ojulari,21,74,249,51,LOLB,Giants,OLB_SpeedRusher
964,Elijhaa,Penny,28,74,234,39,FB,Giants,FB_Utility
965,Ifeadi,Odenigbo,27,75,258,94,ROLB,Giants,OLB_PowerRusher
966,Nathan,Shepherd,27,76,315,97,DT,Jets,DT_RunStopper
967,Ronald,Blair III,28,76,270,54,RE,Jets,DE_PowerRusher
968,Tyler,Kroft,28,78,250,81,TE,Jets,TE_Possession
969,Alex,Singleton,27,74,240,49,MLB,Eagles,MLB_RunStopper
970,Andrew,Adams,28,71,202,21,SS,Eagles,S_Zone
971,Isaac,Seumalo,27,76,303,56,LG,Eagles,G_Power
972,J.J.,Arcega-Whiteside,24,74,225,19,WR,Eagles,WR_Physical
973,Jalen,Hurts,23,73,223,1,QB,Eagles,QB_Scrambler
974,Jordan,Mailata,24,80,346,68,LT,Eagles,OT_Power
975,Landon,Dickerson,22,78,326,51,LG,Eagles,G_Power
976,Alex,Highsmith,24,75,242,56,ROLB,Steelers,OLB_SpeedRusher
977,Kalen,Ballage,25,74,231,29,HB,Steelers,HB_ElusiveBack
978,Kevin,Dotson,24,76,321,69,LG,Steelers,G_Power
979,Pat,Freiermuth,22,77,258,88,TE,Steelers,TE_Possession
980,Pressley,Harvin III,22,71,255,6,P,Steelers,KP_Power
981,Jordan,Willis,26,76,270,94,RE,49ers,DE_PowerRusher
982,Alton,Robinson,23,75,259,98,LE,Seahawks,DE_SmallerSpeedRusher
983,D'Wayne,Eskridge,24,69,188,1,WR,Seahawks,WR_DeepThreat
984,L.J.,Collier,25,74,291,91,LE,Seahawks,DE_PowerRusher
985,Marquise,Blair,24,73,196,27,FS,Seahawks,S_RunSupport
986,Abry,Jones,29,76,318,95,DT,Titans,DT_PowerRusher
987,Brian,Hill,25,73,219,25,HB,Titans,HB_ElusiveBack
988,Kelvin,Harmon,24,74,215,13,WR,Football Team,WR_Physical
989,Deionte,Thompson,24,73,195,22,FS,Cardinals,S_Zone
990,Zach,Allen,24,76,281,94,LE,Cardinals,DE_RunStopper
991,Tyeler,Davison,28,74,309,96,DT,Falcons,DT_PowerRusher
992,Odafe,Oweh,22,77,257,99,ROLB,Ravens,OLB_PowerRusher
993,Patrick,Mekari,24,76,308,65,C,Ravens,C_Power
994,Marquis,Haynes Sr,27,74,235,98,RE,Panthers,DE_SmallerSpeedRusher
995,Pat,Elflein,27,75,303,60,LG,Panthers,G_Power
996,Terrace,Marshall Jr,21,75,200,88,WR,Panthers,WR_DeepThreat
997,Tommy,Tremble,23,75,250,82,TE,Panthers,TE_Possession
998,Artie,Burns,26,72,197,25,CB,Bears,CB_MantoMan
999,Christian,Jones,30,75,240,57,MLB,Bears,MLB_RunStopper
1000,Germain,Ifedi,27,77,340,74,RG,Bears,G_Power
1001,Khalil,Herbert,23,69,212,24,HB,Bears,HB_ElusiveBack
1002,Nick,Foles,32,78,250,9,QB,Bears,QB_FieldGeneral
1003,Teven,Jenkins,23,78,320,76,LT,Bears,OT_Power
1004,Drew,Sample,25,76,258,89,TE,Bengals,TE_Possession
1005,Samaje,Perine,25,71,240,34,HB,Bengals,HB_PowerBack
1006,Donovan,Peoples-Jones,22,74,212,11,WR,Browns,WR_DeepThreat
1007,Harrison,Bryant,23,77,243,88,TE,Browns,TE_VerticalThreat
1008,Malcolm,Smith,32,72,225,56,LOLB,Browns,OLB_RunStopper
1009,Porter,Gustin,24,77,257,94,LE,Browns,DE_PowerRusher
1010,Sheldrick,Redwine,24,72,196,29,FS,Browns,S_Hybrid
1011,Sione,Takitaki,25,73,238,44,LOLB,Browns,OLB_RunStopper
1012,Kelvin,Joseph,21,72,192,24,CB,Cowboys,CB_MantoMan
1013,Noah,Brown,25,74,225,85,WR,Cowboys,WR_Physical
1014,Trysten,Hill,23,74,310,72,DT,Cowboys,DT_RunStopper
1015,Drew,Lock,24,76,228,3,QB,Broncos,QB_FieldGeneral
1016,Mike,Purcell,30,75,328,98,DT,Broncos,DT_RunStopper
1017,Quintez,Cephus,23,73,208,87,WR,Lions,WR_DeepThreat
1018,Shaun Dion,Hamilton,25,72,232,50,MLB,Lions,MLB_RunStopper
1019,Billy,Turner,29,77,310,77,RT,Packers,OT_Agile
1020,Alex,Erickson,28,72,195,14,WR,Texans,WR_Slot
1021,Andre,Roberts,33,71,195,19,WR,Texans,WR_Slot
1022,Charles,Omenihu,24,77,280,94,DT,Texans,DT_PowerRusher
1023,Jacob,Martin,25,74,242,54,RE,Texans,DE_SmallerSpeedRusher
1024,Joe,Thomas,30,73,233,48,ROLB,Texans,OLB_RunStopper
1025,Lane,Taylor,31,75,324,65,RG,Texans,G_Agile
1026,Neville,Hewitt,28,74,232,43,MLB,Texans,MLB_PassCoverage
1027,Ross,Blacklock,23,75,290,90,DT,Texans,DT_RunStopper
1028,Terrence,Brooks,29,71,205,29,SS,Texans,S_Hybrid
1029,Tytus,Howard,25,77,322,71,RT,Texans,OT_Agile
1030,Nick,Nelson,24,71,205,48,CB,Colts,CB_MantoMan
1031,Sean,Davis,27,73,202,29,SS,Colts,S_Zone
1032,Tyquan,Lewis,26,75,277,94,DT,Colts,DT_RunStopper
1033,Andre,Cisco,21,73,209,38,FS,Jaguars,S_Hybrid
1034,Chris,Manhertz,29,78,255,84,TE,Jaguars,TE_Blocking
1035,Doug,Costin,23,74,295,58,RE,Jaguars,DE_RunStopper
1036,Jamal,Agnew,26,70,190,39,WR,Jaguars,WR_DeepThreat
1037,Jay,Tufele,22,74,305,97,DT,Jaguars,DT_RunStopper
1038,Nick,Bolton,21,71,232,54,MLB,Chiefs,MLB_RunStopper
1039,Alex,Leatherwood,22,77,312,70,RT,Raiders,OT_Power
1040,Foster,Moreau,24,76,250,87,TE,Raiders,TE_Possession
1041,Nick,Martin,28,76,295,66,C,Raiders,C_Agile
1042,Joshua,Kelley,23,71,212,27,HB,Chargers,HB_ElusiveBack
1043,Lachlan,Edwards,29,76,209,8,P,Chargers,KP_Power
1044,Michael,Badgley,26,70,183,4,K,Chargers,KP_Power
1045,Tyron,Johnson,25,73,193,83,WR,Chargers,WR_DeepThreat
1046,Justin,Hollins,25,77,248,58,ROLB,Rams,OLB_SpeedRusher
1047,Micah,Kiser,26,72,244,59,MLB,Rams,MLB_RunStopper
1048,Brandon,Jones,23,71,191,29,SS,Dolphins,S_Zone
1049,Brennan,Scarlett,28,76,263,57,ROLB,Dolphins,OLB_PowerRusher
1050,Cethan,Carter,25,75,248,82,FB,Dolphins,FB_Utility
1051,Clayton,Fejedelem,28,72,205,42,FS,Dolphins,S_Hybrid
1052,Salvon,Ahmed,22,71,196,26,HB,Dolphins,HB_ElusiveBack
1053,Solomon,Kindley,24,75,339,66,LG,Dolphins,G_Power
1054,Vince,Biegel,28,75,246,47,LOLB,Dolphins,OLB_SpeedRusher
1055,D.J.,Wonnum,23,77,258,98,RE,Vikings,DE_PowerRusher
1056,Parry,Nickerson,26,70,182,39,CB,Vikings,CB_MantoMan
1057,Joejuan,Williams,23,75,212,33,CB,Patriots,CB_MantoMan
1058,Marvin,Hall Jr,28,70,190,14,WR,Patriots,WR_DeepThreat
1059,Blake,Gillikin,23,74,196,4,P,Saints,KP_Power
1060,Ken,Crawley,28,73,180,25,CB,Saints,CB_MantoMan
1061,Tanoh,Kpassagnon,27,79,289,90,LE,Saints,DE_PowerRusher
1062,Andrew,Thomas,22,77,315,78,LT,Giants,OT_Power
1063,Corey,Clement,26,70,220,30,HB,Giants,HB_ElusiveBack
1064,Nate,Solder,33,80,325,76,RT,Giants,OT_Power
1065,Christopher,Herndon IV,25,76,253,89,TE,Jets,TE_VerticalThreat
1066,Jabari,Zuniga,24,75,264,92,LE,Jets,DE_PowerRusher
1067,K'Von,Wallace,24,71,205,42,FS,Eagles,S_Hybrid
1068,Milton,Williams,22,75,278,93,DT,Eagles,DT_RunStopper
1069,Chris,Wormley,27,77,300,95,LE,Steelers,DE_PowerRusher
1070,Derek,Watt,28,74,234,44,FB,Steelers,FB_Utility
1071,Jaylen,Samuels,25,72,225,38,HB,Steelers,HB_ReceivingBack
1072,Justin,Layne,23,74,192,31,CB,Steelers,CB_MantoMan
1073,Arden,Key,25,77,240,98,LE,49ers,DE_SmallerSpeedRusher
1074,Jeff,Wilson Jr,25,72,215,30,HB,49ers,HB_ElusiveBack
1075,Travis,Benjamin,31,70,175,17,WR,49ers,WR_DeepThreat
1076,Tyler,Johnson,23,73,206,18,WR,Buccaneers,WR_Slot
1077,Breon,Borders,26,72,189,39,CB,Titans,CB_Zone
1078,David,Long Jr,24,71,227,51,MLB,Titans,MLB_RunStopper
1079,Kristian,Fulton,22,72,197,26,CB,Titans,CB_MantoMan
1080,Marcus,Johnson,27,73,204,88,WR,Titans,WR_DeepThreat
1081,Cam,Sims,25,77,214,89,WR,Football Team,WR_Physical
1082,Dyami,Brown,21,73,189,2,WR,Football Team,WR_DeepThreat
1083,Peyton,Barber,27,71,225,25,HB,Football Team,HB_ElusiveBack
1084,KeeSean,Johnson,24,73,201,19,WR,Cardinals,WR_DeepThreat
1085,Xavier,Williams,29,74,309,70,DT,Cardinals,DT_RunStopper
1086,John,Cominsky,25,77,285,50,LOLB,Falcons,OLB_PowerRusher
1087,Tajae,Sharpe,26,74,194,83,WR,Falcons,WR_DeepThreat
1088,Anthony,Averett,26,71,184,23,CB,Ravens,CB_MantoMan
1089,Ben,Mason,22,75,254,38,FB,Ravens,FB_Utility
1090,Ben,Powers,24,76,307,72,RG,Ravens,G_Power
1091,Justin,Ellis,30,74,350,71,DT,Ravens,DT_RunStopper
1092,Carlos,Basham Jr,23,75,281,96,DT,Bills,DT_RunStopper
1093,Gregory,Rousseau,21,79,266,50,LE,Bills,DE_PowerRusher
1094,Jake,Kumerow,29,76,209,15,WR,Bills,WR_DeepThreat
1095,Marquel,Lee,25,75,235,52,LOLB,Bills,OLB_RunStopper
1096,Mitchell,Trubisky,27,74,220,10,QB,Bills,QB_Scrambler
1097,Cameron,Erving,29,77,313,75,LT,Panthers,OT_Power
1098,Frankie,Luvu,24,75,236,49,LOLB,Panthers,OLB_SpeedRusher
1099,Ian,Thomas,25,75,260,80,TE,Panthers,TE_VerticalThreat
1100,Lano,Hill,25,73,216,40,SS,Panthers,S_RunSupport
1101,Elijah,Wilkinson,26,77,329,70,RT,Bears,OT_Agile
1102,Javon,Wims,26,75,221,15,WR,Bears,WR_DeepThreat
1103,Jeremiah,Attaochu,28,75,252,50,ROLB,Bears,OLB_SpeedRusher
1104,Jordan,Lucas,28,72,190,23,FS,Bears,S_Zone
1105,Austin,Seibert,24,69,211,3,K,Bengals,KP_Power
1106,Kavon,Frazier,27,72,217,43,SS,Bengals,S_RunSupport
1107,Tony,Brown,26,72,198,27,CB,Bengals,CB_MantoMan
1108,Xavier,Su'a-Filo,30,76,310,72,LG,Bengals,G_Power
1109,Jacob,Phillips,22,75,229,50,ROLB,Browns,OLB_RunStopper
1110,KhaDarel,Hodge,26,74,205,12,WR,Browns,WR_DeepThreat
1111,Tommy,Togiai,21,74,300,93,DT,Browns,DT_RunStopper
1112,Dorance,Armstrong,24,76,255,92,LE,Cowboys,DE_SmallerSpeedRusher
1113,Osa,Odighizuwa,23,74,282,75,DT,Cowboys,DT_RunStopper
1114,Albert,Okwuegbunam,23,77,258,85,TE,Broncos,TE_VerticalThreat
1115,Lloyd,Cushenberry III,23,75,315,79,C,Broncos,C_Power
1116,Nate,Hairston,27,72,185,27,CB,Broncos,CB_MantoMan
1117,Chad,Hansen,26,74,202,15,WR,Lions,WR_DeepThreat
1118,Damion,Ratley,26,74,200,17,WR,Lions,WR_DeepThreat
1119,Dean,Marlowe,29,73,208,31,SS,Lions,S_RunSupport
1120,Kalif,Raymond,27,68,182,11,WR,Lions,WR_DeepThreat
1121,Matthew,Wright,25,71,179,5,K,Lions,KP_Power
1122,Will,Harris,25,73,207,25,FS,Lions,S_Zone
1123,Brandon,Dunn,28,74,310,92,DT,Texans,DT_RunStopper
1124,Brevin,Jordan,21,75,247,9,TE,Texans,TE_VerticalThreat
1125,DeMarcus,Walker,26,76,280,44,RE,Texans,DE_SmallerSpeedRusher
1126,Nico,Collins,22,76,215,84,WR,Texans,WR_Physical
1127,Ben,Banogu,25,75,250,52,LE,Colts,DE_PowerRusher
1128,George,Odum,27,73,200,30,FS,Colts,S_Zone
1129,Ibraheim,Campbell,29,71,208,33,FS,Colts,S_Zone
1130,Andrew,Wingard,24,72,209,42,FS,Jaguars,S_RunSupport
1131,Collin,Johnson,23,78,222,19,WR,Jaguars,WR_Physical
1132,Gardner,Minshew II,25,73,225,15,QB,Jaguars,QB_Scrambler
1133,James,O'Shaughnessy,29,76,245,80,TE,Jaguars,TE_VerticalThreat
1134,Josh,Jones,26,74,220,29,SS,Jaguars,S_RunSupport
1135,Andrew,Wylie,27,78,309,77,RG,Chiefs,G_Power
1136,Antonio,Callaway,24,71,200,19,WR,Chiefs,WR_DeepThreat
1137,Ben,Niemann,26,74,235,56,MLB,Chiefs,MLB_RunStopper
1138,Byron,Pringle,27,73,203,13,WR,Chiefs,WR_DeepThreat
